"name","brand","sku","rrp","price","category","description","link"
"Vox Straight 6 Overdrive Guitar Effects Pedal","Vox","TG1-ST6OD","249.99","214.95","Single Guitar Effects","Vox offers a quality made British voiced vintage overdrive delivering amazing amp-like touch response by utilizing a 12AX7 preamp tube! Vox and its new renowned Hi-volt technology lets the Straight 6 Overdrive pedal operate at 200 volts, even using a battery! This pedal offers a true-bypass signal for non-effected tone when disengaged. Housed in a solidly constructed case built to last against the demanding challenges on the road. The Straight 6 delivers the classic British overdrive reminiscent of Vox’s roots.","http://www.allansbillyhyde.com.au/prod/TG1-ST6OD/Vox-Straight-6-Overdrive-Guitar-Effects-Pedal.aspx"
"Red Witch Lily Boost Guitar Effects Pedal","Red Witch","SSLI001","199.00","149.00","Single Guitar Effects","The Red Witch Lily is the pure sister – offering a gorgeous clean boost. Fair and just – she can deliver the gentlest of volume lifts or when crossed, unleash a colossal, amplifier melting wave of gain. Lily is simply the boost to end all boosts.","http://www.allansbillyhyde.com.au/prod/SSLI001/Red-Witch-Lily-Boost-Guitar-Effects-Pedal.aspx"
"Red Witch Fuzz God II Guitar Effects Pedal","Red Witch","FG001","309.00","159.00","Single Guitar Effects","Now @ Allans Billy Hyde!","http://www.allansbillyhyde.com.au/prod/FG001/Red-Witch-Fuzz-God-II-Guitar-Effects-Pedal.aspx"
"Yamaha THR10-X Micro Combo Guitar Amplifier","Yamaha","THR10X","449.99","399.95","Combo Guitar Amplifiers","The Yamaha HR10X Micro Combo amplifier is dedicated to guitarists that want more gain, more distortion and the unmatched response of a cranked high-output stack. It features 5 different channels from 3 amps that all deliver a dynamic, intense distortion. It has the subtly different distortion characteristics of each amp or channel to give a tone and response perfectly suited to everything from classic rock to extreme metal.","http://www.allansbillyhyde.com.au/prod/THR10X/Yamaha-THR10-X-Micro-Combo-Guitar-Amplifier.aspx"
"Ibanez AELBT1 Baritone Cutaway Acoustic/Electric Guitar (Natural)","Ibanez","4600209","799.00","749.95","Full Body Acoustic ","Allans Billy Hyde presents the Ibanez AELBT1 – A Baritone Acoustic! With a rich, deep acoustic voice with more than enough volume, power, projection and low end, the AELBT1 features Ibanez's larger AEL body that is made from a spruce top, X bracing and mahogany back & sides. The 27"" baritone-scale mahogany neck sports a rosewood fingerboard, and at the other end, the AELBT1 carries a rosewood bridge with rosewood bridge pins. ","http://www.allansbillyhyde.com.au/prod/4600209/Ibanez-AELBT1-Baritone-Cutaway-Acoustic_Electric-Guitar-(Natural).aspx"
"Red Witch Deluxe Moon Phaser Guitar Effects Pedal","Red Witch","DP001","389.00","359.00","Single Guitar Effects","A truly unique two-in-one combination of Tremolo and Phaser in a single pedal. Red Witch brings you a customizable, all analog unique design giving you incredible warm transparent tone. Features are three rotary controls consisting of Velocity, Trajectory and cosmology giving you an array of phase possibilities. The Red Witch Deluxe Moon Phaser is a true bypass design so when the pedal is disengaged your tone isn’t compromised. Made of high quality components and being referred to as a standout ""boutique “phaser pedal. Try one of the best all Analog phaser pedals on the planet at @Allans Billy Hyde today! ","http://www.allansbillyhyde.com.au/prod/DP001/Red-Witch-Deluxe-Moon-Phaser-Guitar-Effects-Pedal.aspx"
"Red Witch Violet Delay Guitar Effects Pedal","Red Witch","SSVI001","199.00","149.00","Single Guitar Effects","In need great-sounding delay for your guitar rig? Allans Billy Hyde has a pedal for you! Red Witch Violet Delay delivers up to 800ms of great-sounding analog delay - from a single repeat to total self oscillation. Violet is voiced like vintage tape echoes: high frequencies roll off as repeats decay. And just like the classic BBD delays, increasing the delay time adds fur to the sound. Upgrade your pedalboard with the Red Witch Violet.","http://www.allansbillyhyde.com.au/prod/SSVI001/Red-Witch-Violet-Delay-Guitar-Effects-Pedal.aspx"
"Red Witch Empress Chorus Vibrato Guitar Effects Pedal","Red Witch","EP001","389.00","299.00","Single Guitar Effects","Customize your own chorus sound with the all analog Red Witch Empress Chorus pedal which is unlike other chorus pedals available. The Empress has a controllable delay time setting where you can customize your chorus which also includes brightness, mix, speed, depth and input gain and tonality and by simply switching the pedal can give you a vibrato setting. Keeping a true bypass design when the pedal is disengaged an additional feature is the internal control to boost the input and slightly change the tonal character. ","http://www.allansbillyhyde.com.au/prod/EP001/Red-Witch-Empress-Chorus-Vibrato-Guitar-Effects-Pedal.aspx"
"Ibanez UV71P Steve Vai Signature Premium Electric Guitar (White)","Ibanez","4600243","2899.00","2296.95","Solid Body","Ibanez presents the Premium Steve Vai 7- string guitar that brings vast amounts of different sonic possibilities, featuring an American basswood body, 5 piece maple/walnut neck with KTS Titanium rods at a 25""1/2 scale into Dimarzio Blaze pickups at a HSH configuration. Go from big sounding chunky rhythms to soaring leads and anything in between, this guitar was built in mind to give a guitarist a complete array of sounds. The Ibanez UV71P Steve Vai Premium also comes with a hard-shell case. Make Music @ Allans Billy Hyde!","http://www.allansbillyhyde.com.au/prod/4600243/Ibanez-UV71P-Steve-Vai-Signature-Premium-Electric-Guitar-(White).aspx"
"Red Witch Pentavocal Tremolo Guitar Effects Pedal","Red Witch","PT001","319.00","279.00","Single Guitar Effects","A Custom boutique tremolo pedal with 5 tremolo voice settings and four tone dials to get a truly customizable setting, housed in a sturdy aluminium casing. Boutique tremolo doesn’t get better than this with a bright Green LED making it easy to see when the pedal is engaged, and having a true bypass design. The Wave Footswitch allows you go from a nice smooth tremolo effect to a hard aqua chop by disengaging the footswitch. The Red Witch Pentavocal Tremolo is made from high grade components. ","http://www.allansbillyhyde.com.au/prod/PT001/Red-Witch-Pentavocal-Tremolo-Guitar-Effects-Pedal.aspx"
"Red Witch Titan Delay Guitar Effects Pedal","Red Witch","TD001","529.00","329.00","Single Guitar Effects","A huge sounding triple 800ms delay pedal able to add other effects via the modulation loop where each delay has its own mix control! Carve your own signature sound with this dynamic boutique delay pedal. Built in a solid, rugged aluminium casing this pedal is made of the finest components available, Red Witch pedals standout from other manufacturers with their unique design and sound all crafted on the Kapiti Coast of New Zealand. Create your own delay sound with the Red Witch Titan @ Allans Billy Hyde!","http://www.allansbillyhyde.com.au/prod/TD001/Red-Witch-Titan-Delay-Guitar-Effects-Pedal.aspx"
"Red Witch Medusa Chorus/Tremolo Guitar Effects Pedal","Red Witch","MD001","459.00","349.00","Single Guitar Effects","Red Witch's revamped Medusa is back! And sounding better than ever! Combining a chorus and tremolo in a sturdy, well-built pedal. Get the classic chorus and tremolo sounds you’re after as well as a pedal having an internal output control of added customization, having a true bypass design to keep your signal intact when the pedal is disengaged.  Red Witch are Boutique, well made effects from the east coast of New Zealand and they stand out from the rest, pushing their unique designs and sonic depths! ","http://www.allansbillyhyde.com.au/prod/MD001/Red-Witch-Medusa-Chorus_Tremolo-Guitar-Effects-Pedal.aspx"
"Red Witch Famulus Overdrive/Distortion Guitar Effects Pedal","Red Witch","FM001","389.00","299.00","Single Guitar Effects","Interested in carving your own distinct overdrive/distortion sound? Red Witch brings you a boutique overdrive that utilizes two separate circuits giving you a blend of mixable tones. It’s pretty much a distortion and overdrive pedal in one! Keeping a true bypass design for pure tone. An Additional feature is the internal control to boost the input and slightly change the tonal character.","http://www.allansbillyhyde.com.au/prod/FM001/Red-Witch-Famulus-Overdrive_Distortion-Guitar-Effects-Pedal.aspx"
"Red Witch Eve Tremolo Guitar Effects Pedal","Red Witch","SSEV001","199.00","149.00","Single Guitar Effects","The classy tremolo effects pedal from Red Witch that has a rechargeable battery feature with a lithium Ion cell chip ( same as what's used in your mobile phone ) delivering classic tremolo effects from the Beatles to the Doors in a boutique, compact and easy-to-use pedal.  Keeping things easy, two dials is all you need; speed and depth controls.  Also having true bypass when the pedal is disengaged all contained in a solid aluminium casing. Get classy, elegant Eve tremolo @ Allans Billy Hyde!","http://www.allansbillyhyde.com.au/prod/SSEV001/Red-Witch-Eve-Tremolo-Guitar-Effects-Pedal.aspx"
"Red Witch Synthotron Synth Guitar Effects Pedal","Red Witch","SYN001","529.00","329.00","Single Guitar Effects","The pedal that boasts powerful Analog synth features ready to turn your guitar into a dual synth setup! One synth offers one or two octaves up the other giving you one or octaves down. You can use them separate or combined together. There's a dedicated tremolo effect and an envelope filter with a range control and hold function. An Additional feature is an internal trim pot to adjust the hold range and filter distortion.  The Red Witch Synthotron can be used for guitar, keyboard, bass and more! Get crazy, big sonic capabilities in this compact, easy to use boutique synth pedal @ Allans Billy Hyde!","http://www.allansbillyhyde.com.au/prod/SYN001/Red-Witch-Synthotron-Synth-Guitar-Effects-Pedal.aspx"
"Ibanez RG721FML Premium Left Handed Electric Guitar (Natural Flat)","Ibanez","4600278","1649.00","1403.95","Left Hand Solid Body","The Ibanez RG Premium Series guitars are built in Ibanez's premium factory to premium quality standards. As part of this series, Allans Billy Hyde presents the RG721FML, a Premium Left Handed RG. Crafted with an American Basswood body topped with Maple, a Wizard 5-Piece Maple and Walnut neck topped with a Bound Rosewood fingerboard. With remarkable attention to detail, this Premium guitar features hand rolled fret edges allowing you an unbelievably smooth, fast playing neck. Additionally with a tight-End R Bridge that has been designed specifically for this RG flat top you can expect a high standard of playability and rock-solid stability. If you're looking for a guitar that has an impact both visually and sonically the RG721FM is the guitar for you. Three decades of metal have forged this high-performance leftie machine, honing it for both speed and strength.","http://www.allansbillyhyde.com.au/prod/4600278/Ibanez-RG721FML-Premium-Left-Handed-Electric-Guitar-(Natural-Flat).aspx"
"Red Witch Grace Compressor Guitar Effects Pedal","Red Witch","SSGR001","199.00","149.00","Single Guitar Effects","The Red Witch Grace compressor is one of the 7 Sisters pedal range that captures a simple compressor ranging from subtle to bold compression featuring a unique battery rechargeable option with a Lithium Ion cell ( like you would find in your mobile phone or digital camera) and internal charging circuitry. Charge her for four hours and get up to 120 hours of actual use! Compact and affordable, with a two dial simple function housed in a robust aluminium housing. Compression for your guitar signal this good doesn’t come this compact and sweet sounding, try the Grace compressor today and see what the hype is about on these boutique pedals from New Zealand. Let the boutique Grace compressor glorify your setup @ Allan’s billy Hyde!","http://www.allansbillyhyde.com.au/prod/SSGR001/Red-Witch-Grace-Compressor-Guitar-Effects-Pedal.aspx"
"Red Witch Ruby Fuzz Guitar Effects Pedal","Red Witch","SSRU001","199.00","149.00","Single Guitar Effects","Red Witch brings glorious fuzz in a true bypass design that is ultra-portable and easy to use, introducing The Ruby Fuzz - boutique, thick vintage tones to unique musical textures, all housed in a solid aluminium casing. Keeping it nice and simple with two controls, Fuzz and Volume is all you need to nail the perfect fuzz sound in seconds! A very unique feature to the series of 7 sister’s pedals is the rechargeable battery option - A new feature to powering guitar effects pedals. Get easy to use, great sounding, unique fuzz @ Allans Billy Hyde!","http://www.allansbillyhyde.com.au/prod/SSRU001/Red-Witch-Ruby-Fuzz-Guitar-Effects-Pedal.aspx"
"Red Witch Violetta Delay Guitar Effects Pedal","Red Witch","OSCB1","209.00","189.00","Single Guitar Effects","A Boutique lush sounding delay effects pedal that delivers up to 1000ms of great sounding delay that can go from a single repeat to complete self-oscillation! Modelled after vintage tape echoes you can control your repeat level with an external expression pedal where the high frequencies roll off as repeats decay...  Red Witch are a handmade boutique pedal company based in a small town on the Kapiti Coast of New Zealand that are quality made effects that put other pedal manufacturers to the test! ","http://www.allansbillyhyde.com.au/prod/OSCB1/Red-Witch-Violetta-Delay-Guitar-Effects-Pedal.aspx"
"Red Witch Ivy Distortion Guitar Effects Pedal","Red Witch","SSIV001","199.00","149.00","Single Guitar Effects","Red Witch's ultra-affordable, uber compact boutique high-gain distortion! Carrying sounds ranging from classic rock to heavy high gain distortion. Packed in a small, ultra-portable two dial stomp box. Part of the seven sister’s range of pedals, a new realm for the guitar world being battery rechargeable! Featuring a Lithium Ion cell (like you would find in your mobile phone or digital camera) and internal charging circuitry. Get up to 220 hours of actual use when charged for four hours! Let Ivy gently rock your guitar signal @ Allans Billy Hyde!","http://www.allansbillyhyde.com.au/prod/SSIV001/Red-Witch-Ivy-Distortion-Guitar-Effects-Pedal.aspx"
"BBE Pedal Power Supply 9V-16V","Bbe Sound","BBE-SUPERCHARGER","261.00","230.00","Power Adaptors","The Supa-Charger is a high-performance universal pedal power supply that features a custom-wound “zero hum” toroidal transformer; eight outputs that are isolated, regulated and filtered and a selectable input mains switch to accommodate 110-220 voltages, enabling the Supa-Charger to be used worldwide.","http://www.allansbillyhyde.com.au/prod/BBE-SUPERCHARGER/BBE-Pedal-Power-Supply-9V-16V.aspx"
"Red Witch Scarlett Overdrive Guitar Effects Pedal","Red Witch","SSC001","199.00","149.00","Single Guitar Effects","Red Witch's Scarlett Overdrive pedal is part of the 7 sisters range of pedals that are the world's first rechargeable battery guitar pedals featuring a lithium ion cell (what you would find in your cell phone) and hold internal charging circuitry. The Scarlett overdrive Keeps things simple with two controls, singing overdrive being the gain and having a straight volume control. This is straight to the point, easy to use lush overdrive tone, housed in a solid aluminium casing. Get ultra-portable, great sounding sweet Scarlett overdrive @ Allans Billy Hyde!","http://www.allansbillyhyde.com.au/prod/SSC001/Red-Witch-Scarlett-Overdrive-Guitar-Effects-Pedal.aspx"
"Zoom G5 Guitar Effects & Amp Simulator Pedal","Zoom","FXM050","599.00","482.95","Multi Guitar Effects","","http://www.allansbillyhyde.com.au/prod/FXM050/Zoom-G5-Guitar-Effects--and--Amp-Simulator-Pedal.aspx"
"Epiphone ES-175 Premium Ltd. Ed. Archtop Electric Guitar (Vintage Sunburst)","Epiphone","ET17VSNH3","1699.00","899.00","Semi Hollow & Archtops","The Limited Edition Epiphone ES-175 Premium has arrived at Allans Billy Hyde! It is constructed with an all-laminated maple body, which is finished in a vintage-inspired “aged” lacquer and accented by a single ply binding and traditional 3-ply black and white pickguard. Hand-fitted and glued into the body is a solid mahogany neck, carved to the SlimTaper profile topped with a bound rosewood fingerboard with classic split-parallelogram inlays. It sports a pair of Gibson USA '57 Classic pickups and has a floating rosewood base with pinned Tune-o-Matic, partnered with a classic ""Zig-Zag"" Trapeze tailpiece. The original ES-175 was famously seen in the hands of players like Joe Pass, Scotty Moore, and Wes Montgomery, and now you can have a piece of history in your own hands.","http://www.allansbillyhyde.com.au/prod/ET17VSNH3/Epiphone-ES-175-Premium-Ltd.-Ed.-Archtop-Electric-Guitar-(Vintage-Sunburst).aspx"
"Epiphone® Les Paul® Traditional PRO Electric Guitar (Aqua Blue)","Epiphone","ENT4AQSNH3","1199.00","959.00","Solid Body","At the heart of this Limited Edition LP Traditional PRO from Epiphone is a Gibson BurstBucker-3 - inspired by ProBucker-3 humbucker in the bridge, with its airy tone, and a thicker, vintage-sounding Alnico Classic PRO humbucker in the neck, both of which feature Alnico II magnets. It also offers coil-tapping on both pickups, giving you access to single-coil tones via push/pull controls at each pickup’s volume knob. This guitar is crafted with a Solid Mahogany back and top with a carved top and a solid Mahogany neck that's hand-fitted and glued into the body for excellent neck-to-body contact and acting almost like one continuous piece of wood. The neck features a SlimTaper™ D profile with a smooth and fast ""worn"" type finish on the back of the neck and body. The Aqua Blue finish is stunning along with the cream binding and the Mother of Pearl inlays up the fingerboard.","http://www.allansbillyhyde.com.au/prod/ENT4AQSNH3/Epiphone¶©-Les-Paul¶©-Traditional-PRO-Electric-Guitar-(Aqua-Blue).aspx"
"BBE Sonic Maximiser Pedal","Bbe Sound","BBE-SONICSTOMP","164.00","115.00","Single Guitar Effects","With the BBE Sonic Stomp, you will improve the performance of your whole rig. Whether you’re a guitarist or bassist, get ready to be amazed and powered by your tone. With Sonic Stomp’s proprietary BBE Sonic Maximizer technology, you’ll hear your amp cut through the band mix better with dramatically improved note definition in chords and solos. Even with a wall of distortion, the distinct harmonic elements of each note can be heard like never before. Time-based effects take on a level of realism and dimension you never thought possible. And if low-end punch is your thing, you’ll discover the Lo Contour control is the ticket to meaty chunk without the mud.","http://www.allansbillyhyde.com.au/prod/BBE-SONICSTOMP/BBE-Sonic-Maximiser-Pedal.aspx"
"Epiphone® Casino Hollowbody Ltd. Ed. Electric Guitar (Metalic Goldtop)","Epiphone","ETCAMGNH3","1299.00","799.00","Semi Hollow & Archtops","The Epiphone Casino still has the same classic look, sound, and features that have made it the go-to guitar for two generations of artists including Paul McCartney, Paul Weller, Noel Gallagher, Keith Richards and Gary Clark, Jr. And now it's available in an exclusive Metallic Gold finish. With its combination of a laminated Spruce arched top and hollow Maple body this guitar offers the discerning tone junkie a veritable smorgasbord of complex tones, rich harmonics and pleasing overtones. The Epiphone Casino's set Mahogany neck and array of dual P-90 dog-ear pickups deliver everything from singing sustain to chimey rhythm jangle, all at the flip of a switch or the stomp of a box. The combination of a Rosewood fretboard with the rest of these carefully selected tone woods make the Epiphone Casino a wonderfully balanced instrument, both in sound and feel. Tasteful appointments on the Epiphone Casino Archtop include a classic trapeze style bridge tailpiece, bound rosewood fretboard with handsome parallelogram inlays, bound body, chrome hardware, and oversized ""open book"" Epiphone headstock.","http://www.allansbillyhyde.com.au/prod/ETCAMGNH3/Epiphone¶©-Casino-Hollowbody-Ltd.-Ed.-Electric-Guitar-(Metalic-Goldtop).aspx"
"Epiphone FT-350SCE Cutaway Acoustic/Electric Guitar w/Min-Etune (Wine Red)","Epiphone","EEATWRNH1","1199.00","699.00","Cutaway Acoustic Electric","Taking the worry away about having to spend time listening over and over to your strings while you tune by ear... Not anymore! Allans Billy Hyde presents the new Epiphone FT-350SCE - The world's first affordable self-tuning acoustic/electric guitar which features the dependable Min-Etune™ system gets you in tune with the press of a button!  This sturdy acoustic is crafted with a solid spruce top – which enhances in tone with age – mahogany back and sides, 1960s SlimTaper neck profile for fast and smooth playability topped with a rosewood fingerboard.  The guitar has a classic dreadnought cutaway body style, a stunning Wine Red finish.","http://www.allansbillyhyde.com.au/prod/EEATWRNH1/Epiphone-FT-350SCE-Cutaway-Acoustic_Electric-Guitar-w_Min-Etune-(Wine-Red).aspx"
"Epiphone® Les Paul® Traditional PRO Ltd Ed. Electric Guitar (Goldtop)","Epiphone","ENLTMGSNH3","1199.00","899.00","Solid Body","Allans Billy Hyde presents this Limited Edition Epiphone Traditional Pro Goldtop! At the heart of this Goldtop is a Gibson BurstBucker-3 - inspired by ProBucker-3 humbucker in the bridge, with its airy tone, and a thicker, vintage-sounding Alnico Classic PRO humbucker in the neck, both of which feature Alnico II magnets. It also offers coil-tapping on both pickups, giving you access to single-coil tones via push/pull controls at each pickup’s volume knob. This guitar is crafted with a Solid Mahogany back and top with a carved top and a solid Mahogany neck that's hand-fitted and glued into the body for excellent neck-to-body contact and acting almost like one continuous piece of wood. The neck features a SlimTaper™ D profile with a smooth and fast ""worn"" type finish on the back of the neck and body. ","http://www.allansbillyhyde.com.au/prod/ENLTMGSNH3/Epiphone¶©-Les-Paul¶©-Traditional-PRO-Ltd-Ed.-Electric-Guitar-(Goldtop).aspx"
"Epiphone FT-350SCE Cutaway Acoustic/Electric Guitar w/Min-Etune (Vintage Brown)","Epiphone","EEATVBNH1","1199.00","699.00","Cutaway Acoustic Electric","The FT-350CE from Epiphone is the world’s first affordable Acoustic/Electric Guitar with the Min-Etune™ Automatic Tuning System that gets you in tune with the touch of a button. This sturdy acoustic is crafted with a solid spruce top – which enhances in tone with age – mahogany back and sides, 1960s SlimTaper neck profile for fast and smooth playability topped with a rosewood fingerboard.  The guitar has a classic dreadnought cutaway, a stunning Vintage Brown finish, and all the classic features on Epiphone acoustic guitars but with the extra self-tuning flexibility!","http://www.allansbillyhyde.com.au/prod/EEATVBNH1/Epiphone-FT-350SCE-Cutaway-Acoustic_Electric-Guitar-w_Min-Etune-(Vintage-Brown).aspx"
"Boss FS-7 Dual Footswitch","Boss","FS7","99.00","89.00","Expression/Volume & Pedals","A compact dual footswitch for remote control of effect pedals or amp switching. Two footswitches are arranged in tandem, saving space on effects pedalboards.  Control a wide range of equipment with two selectable modes! ","http://www.allansbillyhyde.com.au/prod/FS7/Boss-FS-7-Dual-Footswitch.aspx"
"Epiphone FT-350SCE Cutaway Acoustic/Electric Guitar w/Min-Etune (Antique Natural)","Epiphone","EEATANNH1","1199.00","699.00","Cutaway Acoustic Electric","Introducing the world's first affordable self-tuning acoustic/electric guitar which features the dependable Min-Etune system, getting you in tune and accurate quick with 18 factory tuning presets! The guitar has a classic dreadnought cutaway design with a select mahogany body and sporting a solid Sitka Spruce top, all the classic features on Epiphone acoustic guitars but with the extra self-tuning flexibility! Pickup this stunning guitar in Antique Natural @ your local Allans Billy Hyde store or get it shipped to for free!","http://www.allansbillyhyde.com.au/prod/EEATANNH1/Epiphone-FT-350SCE-Cutaway-Acoustic_Electric-Guitar-w_Min-Etune-(Antique-Natural).aspx"
"Ibanez PS120 Paul Stanley Signature Electric Guitar (Black)","Ibanez","4600267","1899.00","1616.95","Solid Body","Paul Stanley is one of the founding members and driving forces behind one of the biggest bands in rock history – Kiss. Such an iconic guitarist and frontman needs an iconic axe, and who better to rely on than Ibanez to create the PS120 Paul Stanley signature electric guitar in black. ","http://www.allansbillyhyde.com.au/prod/4600267/Ibanez-PS120-Paul-Stanley-Signature-Electric-Guitar-(Black).aspx"
"Tanglewood Discovery 1/2 Size Classical Guitar Pack (Natural)","Tanglewood","TWDBT12-NAT","129.00","129.00","Nylon Classical & Spanish ","Tanglewood bring you a great, truly affordable entry level classical guitar pack designed for the beginner guitarist, keeping in mind the guitar is of 1/2 size of a regualr guitar this is perfect for younger children learning to play guitar, it comes with all the necessary guitar features to get you started. ","http://www.allansbillyhyde.com.au/prod/TWDBT12-NAT/Tanglewood-Discovery-1_2-Size-Classical-Guitar-Pack-(Natural).aspx"
"Ibanez PS40 Paul Stanley Signature Electric Guitar (Black)","Ibanez","4600265","649.00","599.00","Solid Body","Paul Stanley is one of the founding members and driving forces behind one of the biggest bands in rock history – Kiss. The Signature PS40 electric guitar is the affordable guitar is the new range of Paul Stanley’s signature Ibanez guitars and combines some of Stanley’s favourite features. Crafted with a Poplar body and a PS Maple neck topped with a rosewood fretboard that has medium frets with white dot inlays. The Mirror pickguard features Stanleys signature and the Full Tune III bridge and Quik Change III tailpiece really top off this sharp looking guitar!","http://www.allansbillyhyde.com.au/prod/4600265/Ibanez-PS40-Paul-Stanley-Signature-Electric-Guitar-(Black).aspx"
"Epiphone® Les Paul® Junior Singlecut Electric Guitar (Vintage Sunburst)","Epiphone","EGJRVSCH3","349.00","279.00","Solid Body","The Epiphone® Les Paul® Junior Singlecut Electric Guitar in the Vintage Sunburst finish is voiced by a powerful, noise-free, open-coil Epiphone 700T humbucker pickup in the bridge position, which gives the Les Paul Junior that big, unmistakable Les Paul sound that can go from subtle color shades to crunch at your command. There really isn't any classic rock and roll sound you can't get with an Epiphone 700T humbucker.
This guitar produces all the legendary rock and roll tone that comes from an all-Mahogany body styled to the trademark Les Paul shape. And just like vintage models, the Epiphone Les Paul Junior features an all-Mahogany neck with a 1960's SlimTaper™ profile.
Classic Design, Superior Value","http://www.allansbillyhyde.com.au/prod/EGJRVSCH3/Epiphone¶©-Les-Paul¶©-Junior-Singlecut-Electric-Guitar-(Vintage-Sunburst).aspx"
"Vox VT120+ Valvetronix 120w 2x12"" Combo Guitar Amplifier","Vox","VT120+","999.99","851.95","Combo Guitar Amplifiers","Now at Allans Billy Hyde!","http://www.allansbillyhyde.com.au/prod/VT120+/Vox-VT120+-Valvetronix-120w-2x12-Combo-Guitar-Amplifier.aspx"
"Orange 6ft Jack Speaker Cable (Orange)","Orange","CA-JJ-STSP-OR-6","75.00","60.00","Leads & Cables","Ever get tangled up on stage or encounter cable signal loss during a live performance due to weak components and construction? Not with Orange... Designed and built to last like their amplifiers Orange’s cables outer sleeve is made from woven nylon and is heat shrunk at either end, which protects the inner cable against damage and reducing stress and strain on the terminals. Try out Orange’s cables today – see where the difference lies...","http://www.allansbillyhyde.com.au/prod/CA-JJ-STSP-OR-6/Orange-6ft-Jack-Speaker-Cable-(Orange).aspx"
"Orange RK50C Rockerverb 50w 2x12"" Combo Guitar Amplifier (White)","Orange","RK50C212WHT","3599.00","2879.00","Combo Guitar Amplifiers","A retro and modern rock monster combo now available in white! Give off the 70's vintage look with The Orange RK50C Rockerverb Combo Guitar Amplifier is now even more popular with Orange fans due to its improvements such as a more transparent FX loop, Mid EQ control on the two-stage clean channel, EL34 output valves and larger and more usable reverb. This is a channel-switching, all valve amplifier with valve-driven reverb and it employs a two stage clean channel with a four stage dirty channel. It features switchable output valves, so you can swap the Rockerverb amp’s factory fitted EL34 output valves to KT88's, 6L6's or 6550's. This rock ‘n’ roll combo is packed with huge great sounding tone.","http://www.allansbillyhyde.com.au/prod/RK50C212WHT/Orange-RK50C-Rockerverb-50w-2x12-Combo-Guitar-Amplifier-(White).aspx"
"Electro-Harmonix OD Glove Overdrive/Distortion Guitar Effects Pedal","Electro-harmonix","690/OD-GLOVE","175.00","155.00","Single Guitar Effects","Completely clean to crispy crunch. The new Electro Harmonix OD Glove is more than just an overdrive pedal. Electro Harmonix really deliver a rich completely clean to crispy crunch in the OD Glove. The Electro-Harmonix OD Glove produces big sound from a small package, capable of heavy distortion too. Simple to use 3 knob layout, also includes shift switch flexibility to brighten up your tone. The OD Glove has an hidden switch inside the pedal for different settings of dynamics, you can either select one of two settings for further range selection 9V (compressed) or 18V (dynamic/open). The Electro-Harmonix OD Glove produces big sound from a small package, check out Allans Billy Hydes range of Electro-Harmonix today!","http://www.allansbillyhyde.com.au/prod/690/OD-GLOVE/Electro-Harmonix-OD-Glove-Overdrive_Distortion-Guitar-Effects-Pedal.aspx"
"Orange 3ft Speakon/Speakon Speaker Cable (Orange)","Orange","CA-SS-SP-OR-3","65.00","52.00","Leads & Cables","Try out what the hype has been about! Orange’s new cable line focuses on sturdy, solid construction like their amplifiers are built to last! With the highest quality components available, the outer sleeve is made from woven nylon which is heat shrunk at either end, protecting the inner cable against damage and reducing strain on the input jacks.  Avoid tangle-ups on stage and other cheap unreliable cables where signal can be lost due to weak signal and poor components, orange’s cables are professional for serious players.","http://www.allansbillyhyde.com.au/prod/CA-SS-SP-OR-3/Orange-3ft-Speakon_Speakon-Speaker-Cable-(Orange).aspx"
"Electro-Harmonix Nano Big Muff Distortion Guitar Effect Pedal","Electro-harmonix","690/NANO-BMF","199.00","175.00","Single Guitar Effects","The Electro-Harmonix Nano Big Muff takes all the great characteristics of the Big Muff and shrinks it down without compromising any of the legendary sound. This Nano Big Muff has all the rich, creamy fuzz/distortion of its bigger brothers while more pedalboard friendly at only a ¼ of the size. For over 40 years, the Big Muff Pi has helped define the sound of rock guitar. Three flexible yet powerful controls let you dial in the perfect sound. Crank the Volume to bring on the distortion while the Tone knob focuses on sonic colour and the Sustain control unleashes a powerful, silky, singing tone.","http://www.allansbillyhyde.com.au/prod/690/NANO-BMF/Electro-Harmonix-Nano-Big-Muff-Distortion-Guitar-Effect-Pedal.aspx"
"Electro-Harmonix Organ Machine Guitar Effects Pedal","Electro-harmonix","690/B9","565.00","499.00","Power Adaptors","This astonishing little pedal will transform your guitar or keyboard sound to mirror that of legendary organ sounds from the 60’s and beyond. The voicing options on the Electro-Harmonix Organ Machine are Fat and Full, Jazz, Gospel, Classic Rock, Bottom End, Octaves, Cathedral, Continental and Bell Organ. If you are looking to recreate organ sounds either live or in the studio and don’t want the hassle of synths and laptops This B9 Organ Machine is money well spent.","http://www.allansbillyhyde.com.au/prod/690/B9/Electro-Harmonix-Organ-Machine-Guitar-Effects-Pedal.aspx"
"Orange 3ft Jack Speaker Cable (Orange)","Orange","CA-JJ-STSP-OR-3","55.00","44.00","Leads & Cables","Orange being known to be one of the best, most reliable amplifier company’s in the world stand by durability and quality – their cables are no exception, manufactured using the finest components available, including the highest grade oxygen-free copper for optimum signal clarity. The outer sleeve is made from woven nylon and is heat shrunk at either end, which protects the inner cable against damage and strain on the terminals.","http://www.allansbillyhyde.com.au/prod/CA-JJ-STSP-OR-3/Orange-3ft-Jack-Speaker-Cable-(Orange).aspx"
